Id,TimeStamp,X_mm_,Y_mm_,Z_mm_
1,26.07.2023 15:31:10.030,-78.736321217,124.4847030092,24.3873540642
2,26.07.2023 15:31:10.040,-78.7373195909999,124.4846460102,24.3873540432
3,26.07.2023 15:31:10.050,-78.736321439,124.4847065372,24.3883540582
4,26.07.2023 15:31:10.060,-78.738260967,124.4835906432,24.3873575572
5,26.07.2023 15:31:10.070,-78.739259563,124.4835371722,24.3883575302
6,26.07.2023 15:31:10.080,-78.738261189,124.4835941712,24.3883575512
7,26.07.2023 15:31:10.090,-78.738261189,124.4835941712,24.3883575512
8,26.07.2023 15:31:10.100,-78.738318187,124.4845925392,24.3883540162
9,26.07.2023 15:31:10.110,-78.7373198129999,124.4846495382,24.3883540372
10,26.07.2023 15:31:10.120,-78.7373195909999,124.4846460102,24.3873540432
11,26.07.2023 15:31:10.130,-78.7373198129999,124.4846495382,24.3883540372
12,26.07.2023 15:31:10.140,-78.7373198129999,124.4846495382,24.3883540372
13,26.07.2023 15:31:10.150,-78.738318187,124.4845925392,24.3883540162
14,26.07.2023 15:31:10.160,-78.7373195909999,124.4846460102,24.3873540432
15,26.07.2023 15:31:10.170,-78.738318187,124.4845925392,24.3883540162
16,26.07.2023 15:31:10.180,-78.738261189,124.4835941712,24.3883575512
17,26.07.2023 15:31:10.190,-78.738261411,124.4835976992,24.3893575452
18,26.07.2023 15:31:10.200,-78.738261411,124.4835976992,24.3893575452
19,26.07.2023 15:31:10.210,-78.738261633,124.4836012272,24.3903575392
20,26.07.2023 15:31:10.220,-78.739316561,124.4845355402,24.3883539952
21,26.07.2023 15:31:10.230,-78.738318409,124.4845960672,24.3893540102
22,26.07.2023 15:31:10.240,-78.738318187,124.4845925392,24.3883540162
23,26.07.2023 15:31:10.250,-78.738261189,124.4835941712,24.3883575512
24,26.07.2023 15:31:10.260,-78.738318187,124.4845925392,24.3883540162
25,26.07.2023 15:31:10.270,-78.739316561,124.4845355402,24.3883539952
26,26.07.2023 15:31:10.280,-78.739316783,124.4845390682,24.3893539892
27,26.07.2023 15:31:10.290,-78.738318187,124.4845925392,24.3883540162
28,26.07.2023 15:31:10.300,-78.739259785,124.4835407002,24.3893575242
29,26.07.2023 15:31:10.310,-78.740258381,124.4834872292,24.3903574972
30,26.07.2023 15:31:10.320,-78.739260007,124.4835442282,24.3903575182
31,26.07.2023 15:31:10.330,-78.740258381,124.4834872292,24.3903574972
32,26.07.2023 15:31:10.340,-78.739260007,124.4835442282,24.3903575182
33,26.07.2023 15:31:10.350,-78.739259785,124.4835407002,24.3893575242
