TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights
26.07.2023 14:04:18.570,657,-5.83578648699997,411.6937704412,-0.188877789799988,-0.85622955880001,53.1057863999998,0.265528931999999
26.07.2023 14:04:18.580,658,-5.30472862299997,411.6201544912,-0.122499499800015,-0.929845508799815,54.6146845999972,0.273073422999986
26.07.2023 14:04:18.590,659,-4.758581777,411.5804924762,-0.0452375737999586,-0.969507523800246,57.7288914000037,0.288644457000018
26.07.2023 14:04:18.600,660,-4.18129286299996,411.6796040462,-0.0324587397999827,-0.870395953799971,61.8816265999957,0.309408132999978
26.07.2023 14:04:18.610,661,-3.56247659700001,411.7530977202,-0.00358018179998632,-0.796902279799951,66.3844978,0.331922489
26.07.2023 14:04:18.620,662,-2.89863161900001,411.7220948192,0.0556772602000395,-0.827905180799917,66.6595396000019,0.333297698000009
26.07.2023 14:04:18.630,663,-2.23203622299999,411.7131111382,0.0658573102000304,-0.836888861799878,66.1957099999981,0.330978549999991
26.07.2023 14:04:18.640,664,-1.57007912300001,411.7327539002,0.0319350462000387,-0.817246099799945,66.0844244000043,0.330422122000022
26.07.2023 14:04:18.650,665,-0.909234878999962,411.7192583532,-0.00787058979998201,-0.830741646799879,73.0096479999975,0.365048239999987
26.07.2023 14:04:18.660,666,-0.179138398999988,411.6506739482,-0.0324663647999588,-0.899326051800017,78.2479096000017,0.391239548000008
26.07.2023 14:04:18.670,667,0.603340697000029,411.6470603512,-0.091279929799984,-0.90293964880027,79.5290113999982,0.397645056999991
26.07.2023 14:04:18.680,668,1.39863081100001,411.6822185552,-0.156227473799982,-0.867781444800016,77.5879695999991,0.387939847999996
26.07.2023 14:04:18.690,669,2.174510507,411.6713726212,-0.171016704799969,-0.87862737879982,81.7971256000038,0.408985628000019
26.07.2023 14:04:18.700,670,2.99248176300004,411.6250168392,-0.143671017799982,-0.924983160800139,86.0818568000001,0.430409284000001
26.07.2023 14:04:18.710,671,3.85330033100004,411.6351948832,-0.116515254799996,-0.914805116799926,86.5866811999966,0.432933405999983
26.07.2023 14:04:18.720,672,4.71916714300001,411.6797552402,-0.0784796007999842,-0.870244759800016,88.8341802000018,0.444170901000009
26.07.2023 14:04:18.730,673,5.60750894500003,411.7166195432,-0.0304117297999822,-0.833380456800171,98.0361385999991,0.490180692999996
26.07.2023 14:04:18.740,674,6.58787033100002,411.7206757722,0.0177923612000201,-0.829324227800214,101.533806000002,0.507669030000009
26.07.2023 14:04:18.750,675,7.60320839100004,411.7086040872,0.0390609582000341,-0.841395912799953,103.148858799999,0.515744293999993
26.07.2023 14:04:18.760,676,8.63469697900002,411.6943610822,0.0353406462000145,-0.855638917799808,105.731072000001,0.528655360000003
26.07.2023 14:04:18.770,677,9.69200769900003,411.7015291542,0.0045503632000099,-0.848470845800193,108.349621399998,0.541748106999991
26.07.2023 14:04:18.780,678,10.775503913,411.7061892562,-0.0252252397999635,-0.843810743799963,110.009628800002,0.550048144000011
26.07.2023 14:04:18.790,679,11.875600201,411.7007934062,-0.0509616457999731,-0.849206593800204,116.9470596,0.584735297999998
26.07.2023 14:04:18.800,680,13.045070797,411.7083551582,-0.08172836679998,-0.841644841799905,121.371100799997,0.606855503999983
