TimeStamps,TapeEdgeLeft,TapeEdgeRight,TapeWidth,TapeCenterLine
07/26/2023 14:04:18.452,3.18612,-3.026814,6.212934,0.079653
07/26/2023 14:04:18.469,3.345426,-2.9152998,6.2607258,0.2150631
07/26/2023 14:04:18.485,3.4091484,-2.9312304,6.3403788,0.238959
07/26/2023 14:04:18.501,3.425079,-2.9152998,6.3403788,0.2548896
07/26/2023 14:04:18.517,3.3613566,-2.947161,6.3085176,0.2070978
07/26/2023 14:04:18.534,3.2817036,-3.026814,6.3085176,0.1274448
07/26/2023 14:04:18.550,3.3613566,-2.8993692,6.2607258,0.2309937
07/26/2023 14:04:18.566,3.3135648,-2.9312304,6.2447952,0.1911672
07/26/2023 14:04:18.582,3.3294954,-2.8515774,6.1810728,0.238959
07/26/2023 14:04:18.599,3.3772872,-2.8356468,6.212934,0.2708202
07/26/2023 14:04:18.615,3.3294954,-2.8993692,6.2288646,0.2150631
07/26/2023 14:04:18.631,3.3135648,-2.9152998,6.2288646,0.1991325
07/26/2023 14:04:18.647,3.2179812,-2.9630916,6.1810728,0.1274448
07/26/2023 14:04:18.664,3.265773,-2.947161,6.212934,0.159306
07/26/2023 14:04:18.680,3.2339118,-2.947161,6.1810728,0.1433754
07/26/2023 14:04:18.696,3.2817036,-2.947161,6.2288646,0.1672713
07/26/2023 14:04:18.712,3.2817036,-2.9152998,6.1970034,0.1832019
07/26/2023 14:04:18.729,3.2976342,-2.9152998,6.212934,0.1911672
07/26/2023 14:04:18.745,3.265773,-2.947161,6.212934,0.159306
07/26/2023 14:04:18.761,3.2498424,-3.0108834,6.2607258,0.1194795
07/26/2023 14:04:18.777,3.18612,-3.0427446,6.2288646,0.0716877
07/26/2023 14:04:18.794,3.2020506,-3.0108834,6.212934,0.0955836
07/26/2023 14:04:18.810,3.18612,-3.0586752,6.2447952,0.0637224
07/26/2023 14:04:18.826,3.265773,-2.9949528,6.2607258,0.1354101
07/26/2023 14:04:18.842,3.265773,-2.9790222,6.2447952,0.1433754
07/26/2023 14:04:18.859,3.2498424,-3.0427446,6.292587,0.1035489
07/26/2023 14:04:18.875,3.2339118,-3.0108834,6.2447952,0.1115142
07/26/2023 14:04:18.891,3.18612,-3.0905364,6.2766564,0.0477918
07/26/2023 14:04:18.907,3.1542588,-3.0746058,6.2288646,0.0398265
07/26/2023 14:04:18.924,3.1223976,-3.106467,6.2288646,0.0079653
07/26/2023 14:04:18.940,3.0905364,-3.0905364,6.1810728,0
07/26/2023 14:04:18.956,3.1701894,-3.0905364,6.2607258,0.0398265
