Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft,TapeEdgeRight,TapeWidthAfterCompaction,TapeWidthAfterCompaction_Rotated
2023-07-26 13:42:24.479,3589721,3590173,122.505078979492,122.509078979492,124.47204691569,124.47604695638,-2.894,3.291,6.185,6.18528140022748
2023-07-26 13:42:24.488,3589723,3590175,122.513774698893,122.517774780273,124.480742919922,124.484742919922,-2.893,3.267,6.16,6.16002345774754
2023-07-26 13:42:24.497,3589725,3590177,122.522470784505,122.526470825195,124.489438680013,124.493438761393,-2.931,3.278,6.209,6.20912884388784
2023-07-26 13:42:24.506,3589727,3590179,122.531166829427,122.535166870117,124.498134765625,124.502134806315,-2.93,3.302,6.232,6.23212836838267
2023-07-26 13:42:24.514,3589729,3590181,122.539862874349,122.543862955729,124.506830810547,124.510830851237,-2.942,3.34,6.282,6.28225859066626
2023-07-26 13:42:24.523,3589731,3590183,122.548558959961,122.552559000651,124.515526855469,124.519526936849,-3.031,3.314,6.345,6.34519700245784
2023-07-26 13:42:24.532,3589733,3590185,122.557254760742,122.561254760742,124.524222941081,124.528222981771,-3.131,3.25,6.381,6.3810529695341
2023-07-26 13:42:24.541,3589735,3590187,122.565950724284,122.569950805664,124.532918701172,124.536918701172,-3.107,3.25,6.357,6.35722934933136
2023-07-26 13:42:24.549,3589737,3590189,122.574646809896,122.578646850586,124.541614705404,124.545614746094,-3.056,3.276,6.332,6.33211402297843
2023-07-26 13:42:24.558,3589739,3590191,122.583342854818,122.587342895508,124.550310750326,124.554310831706,-3.068,3.276,6.344,6.3441815863041
2023-07-26 13:42:24.567,3589741,3590193,122.59203889974,122.59603898112,124.559006835937,124.563006876628,-3.147,3.239,6.386,6.38619573768296
2023-07-26 13:42:24.575,3589743,3590195,122.600734985352,122.604735026042,124.567702880859,124.571702921549,-3.186,3.201,6.387,6.38728181623451
2023-07-26 13:42:24.584,3589745,3590197,122.609430704753,122.613430745443,124.576398925781,124.580399007161,-3.161,3.201,6.362,6.36247813355771
