TimeStamps,TapeEdgeLeft,TapeEdgeRight,TapeWidth,TapeCenterLine
07/26/2023 14:16:52.401,3.2498424,-2.9949528,6.2447952,0.1274448
07/26/2023 14:16:52.418,3.265773,-3.0905364,6.3563094,0.0876183
07/26/2023 14:16:52.434,3.4410096,-2.947161,6.3881706,0.2469243
07/26/2023 14:16:52.450,3.345426,-3.0746058,6.4200318,0.1354101
07/26/2023 14:16:52.466,3.345426,-3.0586752,6.4041012,0.1433754
07/26/2023 14:16:52.483,3.265773,-3.18612,6.451893,0.0398265
07/26/2023 14:16:52.499,3.4091484,-3.0108834,6.4200318,0.1991325
07/26/2023 14:16:52.515,3.4410096,-2.9790222,6.4200318,0.2309937
07/26/2023 14:16:52.531,3.3613566,-2.9152998,6.2766564,0.2230284
07/26/2023 14:16:52.548,3.425079,-2.8515774,6.2766564,0.2867508
07/26/2023 14:16:52.564,3.4410096,-2.867508,6.3085176,0.2867508
07/26/2023 14:16:52.580,3.4091484,-2.9152998,6.3244482,0.2469243
07/26/2023 14:16:52.596,3.3294954,-2.9152998,6.2447952,0.2070978
07/26/2023 14:16:52.613,3.2498424,-2.9630916,6.212934,0.1433754
07/26/2023 14:16:52.629,3.3294954,-2.8993692,6.2288646,0.2150631
07/26/2023 14:16:52.645,3.2817036,-2.9790222,6.2607258,0.1513407
07/26/2023 14:16:52.661,3.265773,-3.026814,6.292587,0.1194795
07/26/2023 14:16:52.678,3.265773,-2.9790222,6.2447952,0.1433754
07/26/2023 14:16:52.694,3.3613566,-2.9312304,6.292587,0.2150631
07/26/2023 14:16:52.710,3.3135648,-2.9790222,6.292587,0.1672713
07/26/2023 14:16:52.726,3.2179812,-2.9630916,6.1810728,0.1274448
07/26/2023 14:16:52.743,3.18612,-2.9630916,6.1492116,0.1115142
07/26/2023 14:16:52.759,3.2817036,-3.026814,6.3085176,0.1274448
07/26/2023 14:16:52.775,3.2179812,-3.0905364,6.3085176,0.0637224
07/26/2023 14:16:52.791,3.2020506,-3.0427446,6.2447952,0.079653
07/26/2023 14:16:52.808,3.1542588,-3.0427446,6.1970034,0.0557571
07/26/2023 14:16:52.824,3.1542588,-3.0427446,6.1970034,0.0557571
07/26/2023 14:16:52.840,3.0746058,-3.106467,6.1810728,-0.0159306
07/26/2023 14:16:52.856,3.106467,-3.0427446,6.1492116,0.0318612
07/26/2023 14:16:52.873,2.9949528,-3.0905364,6.0854892,-0.0477918
07/26/2023 14:16:52.889,3.18612,-3.0746058,6.2607258,0.0557571
07/26/2023 14:16:52.905,3.0905364,-3.1223976,6.212934,-0.0159306
07/26/2023 14:16:52.921,3.1383282,-3.0586752,6.1970034,0.0398265
07/26/2023 14:16:52.938,3.0427446,-3.0905364,6.133281,-0.0238959
07/26/2023 14:16:52.954,3.0905364,-3.106467,6.1970034,-0.0079653
07/26/2023 14:16:52.970,3.0746058,-3.2020506,6.2766564,-0.0637224
07/26/2023 14:16:52.986,3.106467,-3.106467,6.212934,0
07/26/2023 14:16:53.003,2.9949528,-3.0746058,6.0695586,-0.0398265
07/26/2023 14:16:53.019,3.0586752,-3.0905364,6.1492116,-0.0159306
07/26/2023 14:16:53.035,3.0427446,-3.106467,6.1492116,-0.0318612
07/26/2023 14:16:53.051,3.0905364,-3.1542588,6.2447952,-0.0318612
07/26/2023 14:16:53.068,3.0586752,-3.1701894,6.2288646,-0.0557571
07/26/2023 14:16:53.084,3.0427446,-3.1383282,6.1810728,-0.0477918
07/26/2023 14:16:53.100,3.0427446,-3.1383282,6.1810728,-0.0477918
07/26/2023 14:16:53.116,3.0586752,-3.0746058,6.133281,-0.0079653
07/26/2023 14:16:53.133,3.0108834,-3.0746058,6.0854892,-0.0318612
07/26/2023 14:16:53.149,3.026814,-3.1383282,6.1651422,-0.0557571
07/26/2023 14:16:53.165,3.0427446,-3.106467,6.1492116,-0.0318612
07/26/2023 14:16:53.181,3.0427446,-3.0746058,6.1173504,-0.0159306
07/26/2023 14:16:53.198,3.026814,-3.106467,6.133281,-0.0398265
07/26/2023 14:16:53.214,3.1383282,-3.1701894,6.3085176,-0.0159306
07/26/2023 14:16:53.230,3.0586752,-3.106467,6.1651422,-0.0238959
07/26/2023 14:16:53.246,3.026814,-3.0586752,6.0854892,-0.0159306
07/26/2023 14:16:53.263,3.0108834,-3.026814,6.0376974,-0.0079653
07/26/2023 14:16:53.279,2.9630916,-3.0905364,6.053628,-0.0637224
07/26/2023 14:16:53.295,3.026814,-3.0108834,6.0376974,0.0079653
