Time,Var1,Var2,Var3,Var4,Var5,Var6,TapeEdgeLeft1,TapeEdgeRight1,TapeWidth1,TapeWidth_Arc1
2023-07-26 13:51:56.021,3721097,3721549,54.0287357177734,54.0327357584635,55.9954036865234,55.9994037679036,-4.962,1.156,6.118,6.06954525537521
2023-07-26 13:51:56.034,3721100,3721552,54.0417798258464,54.0457798665365,56.008458211263,56.0124582519531,-4.986,1.144,6.13,6.08297528442637
2023-07-26 13:51:56.047,3721103,3721555,54.0548238932292,54.0588239339193,56.0214918619792,56.0254919433594,-4.983,1.144,6.127,6.0880876099908
2023-07-26 13:51:56.060,3721106,3721558,54.0678680013021,54.0718680419922,56.0345358886719,56.0385358886719,-5.012,1.209,6.221,6.18694936108042
2023-07-26 13:51:56.074,3721109,3721561,54.0809117431641,54.0849117838542,56.0475797119141,56.0515797932943,-5.001,1.094,6.095,6.04163996897768
2023-07-26 13:51:56.087,3721112,3721564,54.0939558105469,54.0979558919271,56.060623819987,56.0646238606771,-5.014,1.132,6.146,6.0966204316406
2023-07-26 13:51:56.100,3721115,3721567,54.1070103352865,54.1110103759766,56.0736678873698,56.07766796875,-5,1.117,6.117,6.07374668837751
2023-07-26 13:51:56.113,3721118,3721570,54.1200438232422,54.1240438232422,56.0867116699219,56.090711710612,-5.051,1.083,6.134,6.08524598967935
2023-07-26 13:51:56.126,3721121,3721573,54.1330877685547,54.1370878092448,56.0997557373047,56.1037557779948,-5.039,1.099,6.138,6.09965128834337
2023-07-26 13:51:56.139,3721124,3721576,54.1461318359375,54.1501319173177,56.1127998453776,56.1167998860677,-5.066,1.108,6.174,6.13136561120436
2023-07-26 13:51:56.152,3721127,3721579,54.1591759440104,54.1631759847005,56.1258439127604,56.1298439534505,-5.129,1.082,6.211,6.16416747324805
2023-07-26 13:51:56.165,3721130,3721582,54.1722196858724,54.1762197265625,56.1388876546224,56.1428877360026,-5.113,1.068,6.181,6.12910767498226
2023-07-26 13:51:56.177,3721133,3721585,54.1852637939453,54.1892638346354,56.1519317626953,56.1559318033854,-5.063,1.12,6.183,6.13471872471301
2023-07-26 13:51:56.190,3721136,3721588,54.1983078613281,54.2023079020182,56.1649758300781,56.1689759114583,-5.045,1.096,6.141,6.09762262678128
2023-07-26 13:51:56.203,3721139,3721591,54.211351969401,54.2153520100911,56.178019938151,56.1820199788411,-5.06,1.106,6.166,6.12891869178802
2023-07-26 13:51:56.217,3721142,3721594,54.2244061279297,54.2284061686198,56.191063680013,56.1950637613932,-5.04,1.157,6.197,6.15239210144909
2023-07-26 13:51:56.230,3721145,3721597,54.2374397786458,54.241439860026,56.2041077880859,56.208107828776,-5.074,1.193,6.267,6.23072598554176
2023-07-26 13:51:56.243,3721148,3721600,54.2504838867187,54.2544839274089,56.2171518554687,56.221151936849,-5.05,1.105,6.155,6.10566957855067
2023-07-26 13:51:56.256,3721151,3721603,54.2635279541016,54.2675280354818,56.2301959635417,56.2341960042318,-5.05,1.091,6.141,6.09411983453724
2023-07-26 13:51:56.269,3721154,3721606,54.2765717366536,54.2805717773438,56.2432397054036,56.2472397460937,-5.09,1.168,6.258,6.21850362591532
2023-07-26 13:51:56.282,3721157,3721609,54.2896158040365,54.2936158854167,56.2562838134766,56.2602838541667,-5.094,1.142,6.236,6.20336451388748
2023-07-26 13:51:56.295,3721160,3721612,54.3026599121094,54.3066599527995,56.2693278808594,56.2733279215495,-5.115,1.12,6.235,6.18742149382661
2023-07-26 13:51:56.308,3721163,3721615,54.3157039794922,54.3197039794922,56.2823718261719,56.2863718261719,-5.152,1.069,6.221,6.18063690803216
2023-07-26 13:51:56.321,3721166,3721618,54.3287477620443,54.3327478027344,56.2954157307943,56.2994157714844,-5.128,1.043,6.171,6.12707811279088
2023-07-26 13:51:56.334,3721169,3721621,54.3417918294271,54.3457918701172,56.3084597981771,56.3124598795573,-5.112,1.043,6.155,6.10700168428929
2023-07-26 13:51:56.347,3721172,3721624,54.3548359375,54.3588359781901,56.32150390625,56.3255039469401,-5.064,1.069,6.133,6.08813606584641
2023-07-26 13:51:56.361,3721175,3721627,54.3678797607422,54.3718797607422,56.334547648112,56.3385477294922,-5.051,1.081,6.132,6.0810557308522
2023-07-26 13:51:56.374,3721178,3721630,54.3809237467448,54.384923828125,56.3475917561849,56.351591796875,-5.061,1.12,6.181,6.13971524441459
2023-07-26 13:51:56.387,3721181,3721633,54.3939678548177,54.3979678955078,56.3606358235677,56.3646359049479,-5.023,1.131,6.154,6.1171609257861
2023-07-26 13:51:56.400,3721184,3721636,54.4070119222005,54.4110120035807,56.3736799316406,56.3776799723307,-5.024,1.13,6.154,6.1145373747839
2023-07-26 13:51:56.413,3721187,3721639,54.4200557047526,54.4240557454427,56.3867236735026,56.3907237141927,-5.025,1.093,6.118,6.07669781585988
2023-07-26 13:51:56.426,3721190,3721642,54.4330997721354,54.4370998535156,56.3997677815755,56.4037678222656,-5.026,1.093,6.119,6.07247420889575
2023-07-26 13:51:56.439,3721193,3721645,54.4461438802083,54.4501439208984,56.4128118489583,56.4168118896484,-5.013,1.091,6.104,6.06576632292664
2023-07-26 13:51:56.452,3721196,3721648,54.4591879475911,54.4631880289714,56.4258559570313,56.4298559977214,-5.023,1.154,6.177,6.14098952771237
2023-07-26 13:51:56.465,3721199,3721651,54.4722317301432,54.4762317708333,56.4388996988932,56.4428997395833,-5.023,1.154,6.177,6.15510417592346
2023-07-26 13:51:56.477,3721202,3721654,54.485275797526,54.4892758382161,56.451943766276,56.4559438476563,-4.989,1.128,6.117,6.08611431918587
2023-07-26 13:51:56.490,3721205,3721657,54.498319905599,54.5023199462891,56.464987874349,56.4689879150391,-4.989,1.155,6.144,6.11012428282862
2023-07-26 13:51:56.503,3721208,3721660,54.5113639729818,54.5153640136719,56.4780319417318,56.4820319824219,-4.988,1.153,6.141,6.10513827546636
2023-07-26 13:51:56.517,3721211,3721663,54.5244077148437,54.528407796224,56.4910757242839,56.495075764974,-4.972,1.152,6.124,6.09389006781656
2023-07-26 13:51:56.530,3721214,3721666,54.5374518229167,54.5414518636068,56.5041197916667,56.5081198730469,-5.02,1.14,6.16,6.1391457693595
2023-07-26 13:51:56.543,3721217,3721669,54.5504958902995,54.5544959716797,56.5171638997396,56.5211639404297,-5.025,1.19,6.215,6.20115829415365
2023-07-26 13:51:56.556,3721220,3721672,54.5635399169922,54.5675399169922,56.5302077636719,56.5342077636719,-5.038,1.155,6.193,6.15852573749772
2023-07-26 13:51:56.569,3721223,3721675,54.5765837402344,54.5805838216146,56.5432517496745,56.5472517903646,-5.026,1.192,6.218,6.18341456909929
2023-07-26 13:51:56.582,3721226,3721678,54.5896278483073,54.5936278889974,56.5562958170573,56.5602958577474,-4.999,1.126,6.125,6.11455514387346
2023-07-26 13:51:56.595,3721229,3721681,54.6026719156901,54.6066719970703,56.5693399251302,56.5733399658203,-5.037,1.114,6.151,6.12943786166026
2023-07-26 13:51:56.608,3721232,3721684,54.6157156982422,54.6197157389323,56.5823836669922,56.5863837076823,-4.999,1.153,6.152,6.12636407885849
2023-07-26 13:51:56.621,3721235,3721687,54.628759765625,54.6327598063151,56.595427734375,56.5994278157552,-4.975,1.14,6.115,6.1043688037519
2023-07-26 13:51:56.634,3721238,3721690,54.6418038736979,54.645803914388,56.6084718424479,56.612471883138,-5.038,1.127,6.165,6.14772853138185
2023-07-26 13:51:56.647,3721241,3721693,54.6548479410807,54.6588479817708,56.6215159098307,56.6255159912109,-5.013,1.114,6.127,6.10867001844234
2023-07-26 13:51:56.661,3721244,3721696,54.6678916829427,54.6718917643229,56.6345596923828,56.6385597330729,-4.988,1.102,6.09,6.07404260151181
2023-07-26 13:51:56.674,3721247,3721699,54.6809357910156,54.6849358317057,56.6476037597656,56.6516038411458,-4.984,1.088,6.072,6.05215708658445
2023-07-26 13:51:56.687,3721250,3721702,54.6939798583984,54.6979799397786,56.6606478678385,56.6646479085287,-4.984,1.076,6.06,6.05380708472371
2023-07-26 13:51:56.700,3721253,3721705,54.7070239664714,54.7110240071615,56.6736919352214,56.6776920166016,-5.015,1.113,6.128,6.126308864949
2023-07-26 13:51:56.713,3721256,3721708,54.7200677083333,54.7240677897135,56.6867357177734,56.6907357584635,-4.989,1.086,6.075,6.06184072325105
2023-07-26 13:51:56.726,3721259,3721711,54.7331118164063,54.7371118570964,56.6997797851563,56.7037798258464,-5,1.112,6.112,6.08105768956035
2023-07-26 13:51:56.739,3721262,3721714,54.7461558837891,54.7501559651693,56.7128238932292,56.7168239339193,-5.011,1.111,6.122,6.10031958791338
2023-07-26 13:51:56.752,3721265,3721717,54.759199991862,54.7632000325521,56.7258679199219,56.7298679199219,-5.028,1.125,6.153,6.15581326549126
2023-07-26 13:51:56.765,3721268,3721720,54.772243733724,54.7762437744141,56.738911702474,56.7429117838542,-5.098,1.075,6.173,6.18247136147606
2023-07-26 13:51:56.777,3721271,3721723,54.7852878417969,54.789287882487,56.7519558105469,56.755955851237,-5.088,1.102,6.19,6.18295334406258
2023-07-26 13:51:56.790,3721274,3721726,54.7983319091797,54.8023319498698,56.7650102945964,56.7690103759766,-5.076,1.038,6.114,6.10484105403838
2023-07-26 13:51:56.804,3721277,3721729,54.8113758544922,54.8153758544922,56.7780437011719,56.7820437011719,-5.1,1.026,6.126,6.12906210520151
2023-07-26 13:51:56.817,3721280,3721732,54.8244197591146,54.8284197998047,56.7910877278646,56.7950878092448,-5.063,1.014,6.077,6.07197953995369
2023-07-26 13:51:56.830,3721283,3721735,54.8374638264974,54.8414639078776,56.8041318359375,56.8081318766276,-5.063,1.039,6.102,6.09044760165571
2023-07-26 13:51:56.843,3721286,3721738,54.8505079345703,54.8545079752604,56.8171759033203,56.8211759847005,-5.012,1.102,6.114,6.09115329390553
