TimeStamp,Id,X_mm_,Y_mm_,Z_mm_,Y_normalised,Velocity,Weights
26.07.2023 13:17:26.910,704,-5.87221852699995,174.1674693842,-0.0728792377999677,-0.832530615800209,54.4947583999981,0.272473791999991
26.07.2023 13:17:26.920,705,-5.32727094299997,174.0786381732,-0.00144414479999866,-0.921361826800108,52.4840335999937,0.262420167999968
26.07.2023 13:17:26.930,706,-4.80243060700003,174.0437482192,0.0697961662000279,-0.95625178080013,57.6405424000001,0.288202712
26.07.2023 13:17:26.940,707,-4.22602518300003,174.1407919422,0.0785820732000414,-0.859208057799805,61.2714023999988,0.306357011999994
26.07.2023 13:17:26.950,708,-3.61331115900004,174.2159086062,0.0984534892000235,-0.784091393799883,66.3757684000083,0.331878842000041
26.07.2023 13:17:26.960,709,-2.94955347499996,174.1688889302,0.161767446200012,-0.831111069799903,68.3083027999928,0.341541513999964
26.07.2023 13:17:26.970,710,-2.26647044700003,174.1518213372,0.168979665200017,-0.848178662799967,69.076565400005,0.345382827000025
26.07.2023 13:17:26.980,711,-1.57570479299998,174.1580986632,0.139110990199987,-0.84190133679985,68.1438035999993,0.340719017999996
26.07.2023 13:17:26.990,712,-0.894266756999986,174.1347716322,0.10234464120001,-0.865228367800199,73.3835060000003,0.366917530000002
26.07.2023 13:17:27.000,713,-0.160431696999983,174.0884257342,0.0746712191999895,-0.911574265799942,80.438858799996,0.40219429399998
26.07.2023 13:17:27.010,714,0.643956890999977,174.1221143052,0.0137309102000114,-0.877885694800113,83.716149400008,0.41858074700004
26.07.2023 13:17:27.020,715,1.48111838500006,174.1607177552,-0.0362193768,-0.839282244800103,84.3680501999947,0.421840250999973
26.07.2023 13:17:27.030,716,2.324798887,174.1377521462,-0.0409507007999956,-0.862247853800056,86.3011194000026,0.431505597000013
26.07.2023 13:17:27.040,717,3.18781008100003,174.0919786952,-0.00959702279999031,-0.908021304799831,88.8601379999979,0.444300689999989
26.07.2023 13:17:27.050,718,4.07641146100001,174.1067583992,0.0205487052000394,-0.893241600799882,89.0054670000022,0.445027335000011
26.07.2023 13:17:27.060,719,4.96646613100003,174.1487109002,0.0635989731999889,-0.851289099799914,94.7100022000002,0.473550011000001
26.07.2023 13:17:27.070,720,5.91356615300003,174.1739444332,0.122721021200015,-0.826055566799937,102.920001000002,0.514600005000008
26.07.2023 13:17:27.080,721,6.94276616300005,174.1997737402,0.157859075200041,-0.800226259800269,108.697117799994,0.543485588999971
26.07.2023 13:17:27.090,722,8.02973734099999,174.2137353502,0.153051591199988,-0.786264649800074,109.535667000005,0.547678335000025
26.07.2023 13:17:27.100,723,9.12509401100004,174.1860863302,0.142392739200021,-0.813913669800172,111.701005199999,0.558505025999995
26.07.2023 13:17:27.110,724,10.242104063,174.1475974252,0.115776844200034,-0.852402574800038,114.254297599997,0.571271487999987
26.07.2023 13:17:27.120,725,11.384647039,174.1355784692,0.0810731892000082,-0.864421530799831,117.97981,0.58989905
26.07.2023 13:17:27.130,726,12.564445139,174.1376917792,0.0423279362000211,-0.862308220799861,122.7431732,0.613715865999998
26.07.2023 13:17:27.140,727,13.791876871,174.1475858012,0.01856592620002,-0.852414198799835,123.940778000002,0.619703890000011
26.07.2023 13:17:27.150,728,15.031284651,174.1582343712,0.0148040482000023,-0.841765628800232,127.708481799997,0.638542408999986
26.07.2023 13:17:27.160,729,16.308369469,174.1580730962,0.0280888002000355,-0.841926903800072,133.107827200003,0.665539136000017
26.07.2023 13:17:27.170,730,17.639447741,174.1420166962,0.0564417401999989,-0.857983303800182,135.309794400002,0.676548972000008
26.07.2023 13:17:27.180,731,18.992545685,174.1262406022,0.0917986352000235,-0.873759397800001,139.3833582,0.696916791
26.07.2023 13:17:27.190,732,20.386379267,174.1338100822,0.12308220120003,-0.866189917800142,141.1496174,0.705748087000002
26.07.2023 13:17:27.200,733,21.797875441,174.1653544472,0.134284981199997,-0.834645552800112,144.042138799995,0.720210693999977
26.07.2023 13:17:27.210,734,23.238296829,174.1814943042,0.137548492200039,-0.818505695799956,148.817274800001,0.744086374000004
26.07.2023 13:17:27.220,735,24.726469577,174.1682730592,0.130926149200034,-0.831726940799882,153.6871742,0.768435870999998
26.07.2023 13:17:27.230,736,26.263341319,174.1617323972,0.0942908751999995,-0.838267602799931,160.090926399998,0.800454631999992
26.07.2023 13:17:27.240,737,27.864250583,174.1388153122,0.0577276242000219,-0.861184687799977,162.786625000002,0.813933125000011
26.07.2023 13:17:27.250,738,29.492116833,174.1174230882,0.0171649642000252,-0.882576911800015,166.922553600002,0.834612768000008
26.07.2023 13:17:27.260,739,31.161342369,174.1084473102,-0.0124322298000036,-0.89155268980025,168.867625999997,0.844338129999984
26.07.2023 13:17:27.270,740,32.850018629,174.1096568002,-0.025060920799981,-0.890343199800071,170.244599,0.851222995000001
26.07.2023 13:17:27.280,741,34.552464619,174.0977430212,-0.00564004079997582,-0.902256978800011,173.8643078,0.869321538999998
26.07.2023 13:17:27.290,742,36.291107697,174.1009452132,0.0217356132000111,-0.899054786800008,176.725304800005,0.883626524000025
26.07.2023 13:17:27.300,743,38.058360745,174.1118046962,0.0530906422000176,-0.888195303800131,180.347927999998,0.901739639999988
26.07.2023 13:17:27.310,744,39.861840025,174.1197278312,0.0854640961999991,-0.880272168799934,182.079739999999,0.910398699999995
26.07.2023 13:17:27.320,745,41.682637425,174.1225697652,0.100859219199986,-0.877430234800045,186.757957200003,0.933789786000016
26.07.2023 13:17:27.330,746,43.550216997,174.1130263812,0.107308387200014,-0.886973618800056,187.579655399995,0.937898276999974
