Time,X_mm,Y_normalised,Weights
07/26/2023 14:10:21.480,-5.74296389099998,-0.711365034800167,0.26875761699999
07/26/2023 14:10:21.490,-5.205448657,-0.757717232799962,0.262091288000009
07/26/2023 14:10:21.500,-4.68126608099998,-0.83371832780017,0.282224577000016
07/26/2023 14:10:21.510,-4.11681692699995,-0.790418397800238,0.294248601000002
07/26/2023 14:10:21.520,-3.52831972499995,-0.729730188800147,0.311869622999987
07/26/2023 14:10:21.530,-2.90458047899997,-0.760021473800009,0.329472753999986
07/26/2023 14:10:21.540,-2.245634971,-0.775373738799942,0.333528042000014
07/26/2023 14:10:21.550,-1.57857888699997,-0.757333349799865,0.328251271999988
07/26/2023 14:10:21.560,-0.922076342999994,-0.764967900799945,0.349488189000018
07/26/2023 14:10:21.570,-0.223099964999958,-0.79724612480004,0.393465196999994
07/26/2023 14:10:21.580,0.56383042900003,-0.773561791800262,0.411208824999988
07/26/2023 14:10:21.590,1.38624807900001,-0.739866774800191,0.408892995999989
07/26/2023 14:10:21.600,2.20403407099998,-0.765411509799833,0.410644162000023
07/26/2023 14:10:21.610,3.02532239500003,-0.799678831799952,0.422084299999999
07/26/2023 14:10:21.620,3.86949099500003,-0.778559363799957,0.429012812000004
07/26/2023 14:10:21.630,4.72751661900003,-0.754546389800112,0.433602566999988
07/26/2023 14:10:21.640,5.59472175300001,-0.750972591799894,0.47121302999999
07/26/2023 14:10:21.650,6.53714781299999,-0.749128188800057,0.492351987000004
07/26/2023 14:10:21.660,7.521851787,-0.750947067799984,0.508410892000015
07/26/2023 14:10:21.670,8.53867357100003,-0.78900454479998,0.509568795999976
07/26/2023 14:10:21.680,9.55781116299998,-0.814984696799854,0.527271573000035
07/26/2023 14:10:21.690,10.6123543090001,-0.811974037800098,0.542646723999983
07/26/2023 14:10:21.700,11.697647757,-0.821248200800028,0.565195524999996
07/26/2023 14:10:21.710,12.828038807,-0.830948984800102,0.599698778000011
07/26/2023 14:10:21.720,14.027436363,-0.803702559800229,0.612988908999999
07/26/2023 14:10:21.730,15.253414181,-0.78588564879999,0.612229213999991
07/26/2023 14:10:21.740,16.477872609,-0.794098518799899,0.624905940000009
07/26/2023 14:10:21.750,17.727684489,-0.807797373799929,0.631737601999996
07/26/2023 14:10:21.760,18.991159693,-0.797657611799821,0.642576222000002
07/26/2023 14:10:21.770,20.276312137,-0.781240279800102,0.652060552999995
07/26/2023 14:10:21.780,21.580433243,-0.763732910799888,0.677277948000011
07/26/2023 14:10:21.790,22.934989139,-0.752410295800132,0.693637768000002
07/26/2023 14:10:21.800,24.322264675,-0.770319511799869,0.709213965999991
07/26/2023 14:10:21.810,25.740692607,-0.80755151779988,0.732692234999995
07/26/2023 14:10:21.820,27.206077077,-0.825131763799959,0.743576167000006
07/26/2023 14:10:21.830,28.693229411,-0.820470584799807,0.775393992000009
07/26/2023 14:10:21.840,30.244017395,-0.825151388800123,0.78795883099999
07/26/2023 14:10:21.850,31.819935057,-0.831391737800175,0.816739573000003
07/26/2023 14:10:21.860,33.453414203,-0.828300656799854,0.815113332999989
07/26/2023 14:10:21.870,35.083640869,-0.803331253800081,0.846788441000005
07/26/2023 14:10:21.880,36.777217751,-0.782704937800077,0.85112248199999
07/26/2023 14:10:21.890,38.479462715,-0.773557181799788,0.867709094000006
07/26/2023 14:10:21.900,40.214880903,-0.766504290799958,0.867198221000002
