Time,X_mm,Y_normalised,Weights
07/26/2023 13:19:19.900,-6.11310225699999,0,0.274519980000024
07/26/2023 13:19:19.910,-5.56406229699994,-0.852471738800176,0.268979815999959
07/26/2023 13:19:19.920,-5.02610266500002,-0.941712526800046,0.288482332000002
07/26/2023 13:19:19.930,-4.44913800100002,-0.924653343800145,0.298942019000036
07/26/2023 13:19:19.940,-3.85125396299995,-0.835394425799848,0.304727622000015
07/26/2023 13:19:19.950,-3.24179871899992,-0.80847085980011,0.332852844999993
07/26/2023 13:19:19.960,-2.57609302899993,-0.819423603800089,0.349175608999985
07/26/2023 13:19:19.970,-1.87774181099996,-0.805662901799934,0.350231403999993
07/26/2023 13:19:19.980,-1.17727900299998,-0.828884151800054,0.355409172999996
07/26/2023 13:19:19.990,-0.466460656999985,-0.875588522800058,0.394076805000028
07/26/2023 13:19:20.000,0.32169295300007,-0.890876372799966,0.408340494999954
07/26/2023 13:19:20.010,1.13837394299998,-0.879512692799835,0.423155687000015
07/26/2023 13:19:20.020,1.98468531700001,-0.878374145799881,0.426159942000013
07/26/2023 13:19:20.030,2.83700520100003,-0.894773051799916,0.428355538000005
07/26/2023 13:19:20.040,3.69371627700004,-0.882826267800169,0.434387652999979
07/26/2023 13:19:20.050,4.562491583,-0.854122272799913,0.473636507000005
07/26/2023 13:19:20.060,5.50976459700001,-0.831915595800069,0.525124338000021
07/26/2023 13:19:20.070,6.56001327300005,-0.82388707680019,0.539405152999976
07/26/2023 13:19:20.080,7.638823579,-0.807340490799817,0.537367532999995
07/26/2023 13:19:20.090,8.71355864499999,-0.80712687579998,0.542317532000031
07/26/2023 13:19:20.100,9.79819370900006,-0.822416493800205,0.559388737999975
07/26/2023 13:19:20.110,10.916971185,-0.856776760800159,0.575620899000004
07/26/2023 13:19:20.120,12.068212983,-0.863266189800271,0.605074396000013
07/26/2023 13:19:20.130,13.278361775,-0.831353439800068,0.628389783999998
07/26/2023 13:19:20.140,14.535141343,-0.826731518800045,0.638012814999994
07/26/2023 13:19:20.150,15.811166973,-0.860976550800046,0.655726611999993
07/26/2023 13:19:20.160,17.122620197,-0.884170194799992,0.672128101999995
07/26/2023 13:19:20.170,18.466876401,-0.885430288799995,0.683708938000015
07/26/2023 13:19:20.180,19.834294277,-0.871324086799831,0.700640777999979
07/26/2023 13:19:20.190,21.235575833,-0.836310375799911,0.723861647000003
07/26/2023 13:19:20.200,22.683299127,-0.807716470799988,0.749020913000004
07/26/2023 13:19:20.210,24.181340953,-0.818360405799979,0.762515088000009
07/26/2023 13:19:20.220,25.706371129,-0.84556707880003,0.783124250000007
07/26/2023 13:19:20.230,27.272619629,-0.875428632800151,0.813691115999992
07/26/2023 13:19:20.240,28.900001861,-0.870799233799914,0.822845366999989
07/26/2023 13:19:20.250,30.545692595,-0.871067028799928,0.837405511000018
07/26/2023 13:19:20.260,32.220503617,-0.872620508800168,0.848273074000005
07/26/2023 13:19:20.270,33.917049765,-0.868908898800015,0.863276072999994
07/26/2023 13:19:20.280,35.643601911,-0.864450406800074,0.878263923999995
07/26/2023 13:19:20.290,37.400129759,-0.876260175800155,0.902468484000014
07/26/2023 13:19:20.300,39.2050667270001,-0.876319905800216,0.91838680199999
07/26/2023 13:19:20.310,41.041840331,-0.872601267799865,0.921996660999977
07/26/2023 13:19:20.320,42.885833653,-0.872526500799893,0.940509318000014
07/26/2023 13:19:20.330,44.766852289,-0.889382873800145,0.944617142999988
07/26/2023 13:19:20.340,46.656086575,-0.909787310799828,0.967051837000014
07/26/2023 13:19:20.350,48.590190249,-0.926621368800227,0.96917728499999
07/26/2023 13:19:20.360,50.528544819,-0.93019164779983,0.978018935000026
07/26/2023 13:19:20.370,52.484582689,-0.927705296800212,0.979787135999985
07/26/2023 13:19:20.380,54.444156961,-0.916986365799858,0.986616112999993
07/26/2023 13:19:20.390,56.417389187,-0.917429247800129,0.988340778000008
07/26/2023 13:19:20.400,58.394070743,-0.925659852800209,0.995231546999999
07/26/2023 13:19:20.410,60.384533837,-0.91211560880015,1.002334383
07/26/2023 13:19:20.420,62.389202603,-0.901773906799974,0.993661951
07/26/2023 13:19:20.430,64.376526505,-0.90342259480019,1.00223507000001
07/26/2023 13:19:20.440,66.380996645,-0.907143267800166,1.00414953999999
07/26/2023 13:19:20.450,68.389295725,-0.907743152799924,1.000382017
07/26/2023 13:19:20.460,70.390059759,-0.951807571799833,1.00109673299998
07/26/2023 13:19:20.470,72.392253225,-0.985816648799954,1.00781639700001
07/26/2023 13:19:20.480,74.407886019,-0.992057140800057,0.994522936000031
07/26/2023 13:19:20.490,76.3969318910001,-0.988762278800181,0.997102924999979
07/26/2023 13:19:20.500,78.391137741,-0.988131661800026,0.999784447000003
07/26/2023 13:19:20.510,80.390706635,-0.976173474799879,1.00611523599998
07/26/2023 13:19:20.520,82.402937107,-0.975465851799896,1.00132174900002
07/26/2023 13:19:20.530,84.405580605,-0.982281514799979,1.00472967299999
07/26/2023 13:19:20.540,86.415039951,-0.985674856799932,0.999582623000009
07/26/2023 13:19:20.550,88.414205197,-0.966654005800194,0.995619069000021
07/26/2023 13:19:20.560,90.4054433350001,-0.949133378800212,1.00023943199997
07/26/2023 13:19:20.570,92.405922199,-0.953117327800129,0.99672964200002
07/26/2023 13:19:20.580,94.399381483,-0.974504828799894,0.990643102999989
07/26/2023 13:19:20.590,96.380667689,-0.975648846799942,1.004548637
07/26/2023 13:19:20.600,98.389764963,-0.990229411799845,1.00662977199998
07/26/2023 13:19:20.610,100.403024507,-1.00754180479993,1.01070710000003
07/26/2023 13:19:20.620,102.424438707,-1.02734038980012,0.997859733999981
07/26/2023 13:19:20.630,104.420158175,-1.00058826380013,1.00172319799999
07/26/2023 13:19:20.640,106.423604571,-0.986373592800021,0.995359893
07/26/2023 13:19:20.650,108.414324357,-0.994868083799872,1.005587883
07/26/2023 13:19:20.660,110.425500123,-0.993229675800137,1.00402063900001
